,trouble_ticket_id,Cause_code,acc,account,acct,acknowledge,active,address,addressing,advice,advise,advised
497,1-3F9I2CD,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,0
498,1-3F9EIJO,FDP_FASC Connector Faulty,0,2,1,0,1,2,1,1,0,2
499,1-3F9FWWX,VDSL_Modem Power Adaptor,0,3,1,1,1,2,1,3,3,0
500,1-3F9GOR8,Cabinet/SDF Jumper Faulty,0,1,1,0,0,2,0,2,0,0
501,1-3F9E77Z,Clear While Localising,0,1,1,0,1,3,1,1,0,0
502,1-3F8WPA6,EQMT_GE port faulty,0,1,1,0,1,2,1,3,0,0
503,1-3F93HTG,VDSL Modem Faulty,1,2,1,0,1,3,1,0,0,0
504,1-3F95UV1,VDSL Modem Faulty,0,1,2,0,1,4,1,3,0,0
505,1-3F8WP40,Cabinet/SDF Jumper Faulty,1,2,1,0,1,2,1,2,0,1
506,1-3F90PDY,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,1
507,1-3F8UN23,VDSL_Modem Power Adaptor,0,4,1,0,1,2,1,1,0,0
508,1-3F8QDGW,TM_CPE_PG Config Problem,0,2,1,0,1,2,1,1,0,2
509,1-3F90UMR,Clear While Localising,0,3,1,1,1,2,1,3,3,0
510,1-3F8XBSI,TM_CPE_PG_Wireless Coverage,0,1,1,0,0,2,0,2,0,0
511,1-3F8ZEJY,MSAN config.problem,0,1,1,0,1,3,1,1,0,0
512,1-3F8H17Y,Customer_IW Copper,0,1,1,0,1,2,1,3,0,0
513,1-3F8QD4M,Clear While Localising,1,2,1,0,1,3,1,0,0,0
514,1-3F8KU7A,Other_Fault,0,1,2,0,1,4,1,3,0,0
515,1-15RFHAR,Customer_Internal Wiring,1,2,1,0,1,2,1,2,0,1
516,1-15REAP0,Clear While Localising,0,4,1,0,1,2,1,1,0,1
517,1-15RIKUC,TM_CPE_DectPhone Faulty,0,4,1,0,1,2,1,1,0,0
518,1-15RG17T,Clear While Localising,0,2,1,0,1,2,1,1,0,2
519,1-15RGRYM,Clear While Localising,0,3,1,1,1,2,1,3,3,0
520,1-15RD1RH,EQMT_GE port faulty,0,1,1,0,0,2,0,2,0,0
521,1-15RA84U,TM_CPE_PG Faulty,0,1,1,0,1,3,1,1,0,0
522,1-15R9G6B,Clear While Localising,0,1,1,0,1,2,1,3,0,0
523,1-15R7MUT,Clear While Localising,1,2,1,0,1,3,1,0,0,0
524,1-15R7I87,Clear While Localising,0,1,2,0,1,4,1,3,0,0
525,1-15R1IZZ,Customer_Internal Wiring,1,2,1,0,1,2,1,2,0,1
526,1-15QZ4O1,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,1
527,1-15QYT15,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,0
528,1-15QR3QN,TM_CPE_Cable RJ45 Faulty,0,2,1,0,1,2,1,1,0,2
529,1-15QR95F,Clear While Localising,0,3,1,1,1,2,1,3,3,0
530,1-15QNKEH,TM_CPE_DectPhone Faulty,0,1,1,0,0,2,0,2,0,0
531,1-15QOFGI,VDSL_Modem Power Adaptor,0,1,1,0,1,3,1,1,0,0
532,1-15QME6H,TM_CPE_PG Faulty,0,1,1,0,1,2,1,3,0,0
533,1-15QK46S,VDSL Modem Faulty,1,2,1,0,1,3,1,0,0,0
534,1-15QFT6J,TM_CPE_PG Config Problem,0,1,2,0,1,4,1,3,0,0
535,1-15QE8QV,EQMT_MSAN VDSL2 card faulty,1,2,1,0,1,2,1,2,0,1
536,1-15QDIWG,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,1
537,1-15Q5C81,FDP_FASC Connector Faulty,0,4,1,0,1,2,1,1,0,0
538,1-15Q3E4Y,TM_CPE_PG Config Problem,0,2,1,0,1,2,1,1,0,2
539,1-15Q4IMP,Cust_TV set Issue/Faulty,0,3,1,1,1,2,1,3,3,0
540,1-15Q37FC,TM_CPE_PG Config Problem,0,1,1,0,0,2,0,2,0,0
541,1-15Q2T3E,TM_CPE_STB Faulty,0,1,1,0,1,3,1,1,0,0
542,1-15PWSC4,EQMT_MSAN VDSL2 card faulty,0,1,1,0,1,2,1,3,0,0
543,1-15PUOOM,User_Account,1,2,1,0,1,3,1,0,0,0
544,1-15PUCW7,Cust_TV set Issue/Faulty,0,1,2,0,1,4,1,3,0,0
545,1-15PUEKC,EQMT_MSAN VDSL2 card faulty,1,2,1,0,1,2,1,2,0,1
546,1-15PQM6O,TM_FTB FASC Connector Faulty,0,4,1,0,1,2,1,1,0,1
547,1-15PQ44C,FDP_FASC Connector Faulty,0,4,1,0,1,2,1,1,0,0
548,1-15PQ0NC,Customer_Cancel TT,0,2,1,0,1,2,1,1,0,2
549,1-15PJCP4,Clear While Localising,0,3,1,1,1,2,1,3,3,0
550,1-15PJNK0,Clear While Localising,0,1,1,0,0,2,0,2,0,0
551,1-15P07QF,Customer Defer Appointment,0,1,1,0,1,3,1,1,0,0
552,1-15OT3E7,EQMT_MSAN VDSL2 card faulty,0,1,1,0,1,2,1,3,0,0
553,1-15OV0R3,EQMT_MSAN configuration lost,1,2,1,0,1,3,1,0,0,0
554,1-15OTTHL,Customer Defer Appointment,0,1,2,0,1,4,1,3,0,0
555,1-15OVVY8,Clear While Localising,1,2,1,0,1,2,1,2,0,1
556,1-15OPUWX,Clear While Localising,0,4,1,0,1,2,1,1,0,1
557,1-15OQGOH,Clear While Localising,0,4,1,0,1,2,1,1,0,0
558,1-15OKOUR,Customer Defer Appointment,0,2,1,0,1,2,1,1,0,2
559,1-15O2BIR,Clear While Localising,0,3,1,1,1,2,1,3,3,0
560,1-15O13T3,Clear While Localising,0,1,1,0,0,2,0,2,0,0
561,1-15NXTWD,Clear While Localising,0,1,1,0,1,3,1,1,0,0
562,1-15NNG07,Clear While Localising,0,1,1,0,1,2,1,3,0,0
563,1-15NOT4P,Clear While Localising,1,2,1,0,1,3,1,0,0,0
564,1-15NT4F9,TM_CPE_IW_RJ11 Faulty,0,1,2,0,1,4,1,3,0,0
565,1-15N811G,TM_CPE_PG Faulty,1,2,1,0,1,2,1,2,0,1
566,1-15N82Y3,EQMT_GE port faulty,0,4,1,0,1,2,1,1,0,1
567,1-15N8K7O,Customer_Internal Wiring,0,4,1,0,1,2,1,1,0,0
568,1-15N8K4P,TM_CPE_STB Faulty,0,2,1,0,1,2,1,1,0,2
569,1-15N3W0K,Cabinet/SDF Jumper Faulty,0,3,1,1,1,2,1,3,3,0
570,1-15N2DNW,TM_FTB FASC Connector Faulty,0,1,1,0,0,2,0,2,0,0
571,1-15N0ULV,TM_CPE_PG Faulty,0,1,1,0,1,3,1,1,0,0
572,1-15MTECM,TM_CPE_PG Config Problem,0,1,1,0,1,2,1,3,0,0
573,1-15N155D,EQMT_GE port faulty,1,2,1,0,1,3,1,0,0,0
574,1-15MYMWO,Clear While Localising,0,1,2,0,1,4,1,3,0,0
575,1-4O2OB29,Clear While Localising,1,2,1,0,1,2,1,2,0,1
576,1-4O2RJHY,Customer_Cancel TT,0,4,1,0,1,2,1,1,0,1
577,1-4O2GR4J,Drop Fiber Damage,0,4,1,0,1,2,1,1,0,0
578,1-4O24W6P,VDSL_Modem Power Adaptor,0,2,1,0,1,2,1,1,0,2
579,1-4O2G2IT,Drop Fiber Core Break,0,3,1,1,1,2,1,3,3,0
580,1-4O1SEF8,FDP_FASC Connector Faulty,0,1,1,0,0,2,0,2,0,0
581,1-4O1DESI,MSAN_VDSL_Port_Inactive,0,1,1,0,1,3,1,1,0,0
582,1-4O15CM0,TM_CPE_PG Hang,0,1,1,0,1,2,1,3,0,0
583,1-4O18NMX,Cabinet/SDF Jumper Faulty,1,2,1,0,1,3,1,0,0,0
584,1-4O173DX,TM_FTB Drop Fiber Core Break,0,1,2,0,1,4,1,3,0,0
585,1-4O15KFI,VDSL_Modem Power Adaptor,1,2,1,0,1,2,1,2,0,1
586,1-4O0ZZV5,Clear While Localising,0,4,1,0,1,2,1,1,0,1
587,1-4O15VFA,Clear While Localising,0,4,1,0,1,2,1,1,0,0
588,1-4O0MU4J,TM_CPE_PG Faulty,0,2,1,0,1,2,1,1,0,2
589,1-4O0F4C2,Drop Fiber Damage,0,3,1,1,1,2,1,3,3,0
590,1-4O01OJG,Customer_IW Copper,0,1,1,0,0,2,0,2,0,0
591,1-4O02GDM,FDP_FASC Connector Faulty,0,1,1,0,1,3,1,1,0,0
592,1-4NZW593,TM_CPE_PG Hang,0,1,1,0,1,2,1,3,0,0
593,1-4NZT5UK,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
594,1-4NZPOKZ,EQMT_GE port faulty,0,1,2,0,1,4,1,3,0,0
595,1-4NZGP57,EQMT_Control card faulty,1,2,1,0,1,2,1,2,0,1
596,1-4NZEAXT,ONU_Power Adaptor,0,4,1,0,1,2,1,1,0,1
597,1-46ER512,Customer_IW Copper,0,4,1,0,1,2,1,1,0,0
598,1-46ER6K0,Clear While Localising,0,2,1,0,1,2,1,1,0,2
599,1-46EHRW2,TM_CPE_DectPhone Faulty,0,3,1,1,1,2,1,3,3,0
600,1-46EG2VO,Drop Fiber Damage,0,1,1,0,0,2,0,2,0,0
601,1-46DZ5HM,Drop Fiber Damage,0,1,1,0,1,3,1,1,0,0
602,1-46DVCL5,TM_IW FWS,0,1,1,0,1,2,1,3,0,0
603,1-46DH5FD,TM_CPE_PG Hang,1,2,1,0,1,3,1,0,0,0
604,1-46DI9H1,VDSL_Modem Power Adaptor,0,1,2,0,1,4,1,3,0,0
605,1-46D8A0P,ONU_Power Adaptor,1,2,1,0,1,2,1,2,0,1
606,1-46CJWTB,Customer Defer Appointment,0,4,1,0,1,2,1,1,0,1
607,1-46CMDLE,Clear While Localising,0,4,1,0,1,2,1,1,0,0
608,1-46CHP6D,TM_CPE_STB Config Problem,0,2,1,0,1,2,1,1,0,2
609,1-46CI5L5,FDP_FASC Connector Faulty,0,3,1,1,1,2,1,3,3,0
610,1-46CHP36,Known_NTT Fault,0,1,1,0,0,2,0,2,0,0
611,1-46CDAMA,Cabinet/SDF Jumper Faulty,0,1,1,0,1,3,1,1,0,0
612,1-46CH7YR,TM_CPE_PG Hang,0,1,1,0,1,2,1,3,0,0
613,1-46CHBMY,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
614,1-46BZHA4,VDSL Modem Faulty,0,1,2,0,1,4,1,3,0,0
615,1-46CGM48,Other_Fault,1,2,1,0,1,2,1,2,0,1
616,1-46BMBHG,TM_CPE_PG_Wireless Coverage,0,4,1,0,1,2,1,1,0,1
617,1-46CFTML,Known_NTT Fault,0,4,1,0,1,2,1,1,0,0
618,1-46BIVU2,VDSL_Modem Power Adaptor,0,2,1,0,1,2,1,1,0,2
619,1-46CCNE9,VDSL Modem Faulty,0,3,1,1,1,2,1,3,3,0
620,1-46CAPQK,EQMT_VLAN problem,0,1,1,0,0,2,0,2,0,0
621,1-46C3B4C,Drop Fiber Damage,0,1,1,0,1,3,1,1,0,0
622,1-46BWD73,TM_IW Fiber Patch Cord,0,1,1,0,1,2,1,3,0,0
623,1-46BOY4U,Clear While Localising,1,2,1,0,1,3,1,0,0,0
624,1-46BHBIH,ONU_Power Adaptor,0,1,2,0,1,4,1,3,0,0
625,1-46AW1Y3,TM_CPE_PG_Wireless Coverage,1,2,1,0,1,2,1,2,0,1
626,1-46AMJJD,VDSL_Modem Power Adaptor,0,4,1,0,1,2,1,1,0,1
627,1-46AJZ1P,ONU_Faulty,0,4,1,0,1,2,1,1,0,0
628,1-46AA9X4,TM_CPE_PG Config Problem,0,2,1,0,1,2,1,1,0,2
629,1-46A4N6B,VDSL Modem Faulty,0,3,1,1,1,2,1,3,3,0
630,1-46A5PEF,Customer_Cancel TT,0,1,1,0,0,2,0,2,0,0
631,1-469T6GW,Drop Fiber Damage,0,1,1,0,1,3,1,1,0,0
632,1-469T4HK,TM_CPE_PG Hang,0,1,1,0,1,2,1,3,0,0
633,1-469CLAR,ONU_Power Adaptor,1,2,1,0,1,3,1,0,0,0
634,1-469HAH3,Cabinet/SDF Jumper Faulty,0,1,2,0,1,4,1,3,0,0
635,1-469KZ1G,Dect_Phone_Faulty,1,2,1,0,1,2,1,2,0,1
636,1-469HWHD,VDSL_Modem Power Adaptor,0,4,1,0,1,2,1,1,0,1
637,1-4690MIS,ONU_Power Adaptor,0,4,1,0,1,2,1,1,0,0
638,1-4696PUY,ONU_Faulty,0,2,1,0,1,2,1,1,0,2
639,1-468YUBB,VDSL_Modem Power Adaptor,0,3,1,1,1,2,1,3,3,0
640,1-468W2Q6,EQMT_MSAN POTS card faulty,0,1,1,0,0,2,0,2,0,0
641,1-468SHP6,Clear While Localising,0,1,1,0,1,3,1,1,0,0
642,1-468LJPW,NOVA_Re-Fire,0,1,1,0,1,2,1,3,0,0
643,1-468O1LG,FDP_FASC Connector Faulty,1,2,1,0,1,3,1,0,0,0
644,1-468JXVI,TM_CPE_PG Hang,0,1,2,0,1,4,1,3,0,0
645,1-467D9MO,TM_CPE_DectPhone Faulty,1,2,1,0,1,2,1,2,0,1
646,1-466X09W,Customer_Internal Wiring,0,4,1,0,1,2,1,1,0,1
647,1-466NXUP,Cust_PC Issue/Faulty,0,4,1,0,1,2,1,1,0,0
648,1-466IELX,ONU_Hang,0,2,1,0,1,2,1,1,0,2
649,1-466JVJD,ONU_Power Adaptor,0,3,1,1,1,2,1,3,3,0
650,1-466N3HE,VDSL Modem Faulty,0,1,1,0,0,2,0,2,0,0
651,1-466BSBJ,VDSL Modem Faulty,0,1,1,0,1,3,1,1,0,0
652,1-466ALWB,TM_CPE_PG_Power adaptor prob,0,1,1,0,1,2,1,3,0,0
653,1-466H2GB,EQMT_VLAN problem,1,2,1,0,1,3,1,0,0,0
654,1-4667VXD,ONU_Power Adaptor,0,1,2,0,1,4,1,3,0,0
655,1-466395K,VDSL_Modem Power Adaptor,1,2,1,0,1,2,1,2,0,1
656,1-465OV5S,ONU_Power Adaptor,0,4,1,0,1,2,1,1,0,1
657,1-465KPQ0,Other_Fault,0,4,1,0,1,2,1,1,0,0
658,1-465EB9L,ONU_Faulty,0,2,1,0,1,2,1,1,0,2
659,1-465DHGY,Other_Fault,0,3,1,1,1,2,1,3,3,0
660,1-464ZOMX,TM_CPE_PG Config Problem,0,1,1,0,0,2,0,2,0,0
661,1-464NAF7,ONU_Missing Config,0,1,1,0,1,3,1,1,0,0
662,1-WOKNJD,Other_Fault,0,1,1,0,1,2,1,3,0,0
663,1-WOKP42,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
664,1-WOIBVO,Other_Fault,0,1,2,0,1,4,1,3,0,0
665,1-WOJC2O,TM_CPE_DectPhone Faulty,1,2,1,0,1,2,1,2,0,1
666,1-WOJ4TM,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,1
667,1-WOCF2M,Other_Fault,0,4,1,0,1,2,1,1,0,0
668,1-WO9AKE,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
669,1-WO61OI,TM_IW Fiber Patch Cord,0,3,1,1,1,2,1,3,3,0
670,1-WO75SY,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
671,1-WO7IMT,Clear While Localising,0,1,1,0,1,3,1,1,0,0
672,1-WO5523,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
673,1-WO38HZ,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
674,1-WO3BH0,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
675,1-WO289T,VDSL Modem Faulty,1,2,1,0,1,2,1,2,0,1
676,1-WNYFIN,Customer_Behaviour,0,4,1,0,1,2,1,1,0,1
677,1-WNYBO8,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
678,1-WNWIE6,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
679,1-WNWW49,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
680,1-WNVNLS,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
681,1-WNT0Z1,Other_Fault,0,1,1,0,1,3,1,1,0,0
682,1-WNVSXL,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
683,1-WNU50X,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
684,1-WNVOVT,TM_CPE_PG Config Problem,0,1,2,0,1,4,1,3,0,0
685,1-WNVN62,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
686,1-WNU0F0,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,1
687,1-WNU4V4,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,0
688,1-WNTEAV,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
689,1-WNTE7V,TM_CPE_PG Config Problem,0,3,1,1,1,2,1,3,3,0
690,1-WNRFID,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
691,1-WNPXM5,TM_FTB FASC Connector Faulty,0,1,1,0,1,3,1,1,0,0
692,1-WNM5P4,TM_FTB FASC Connector Faulty,0,1,1,0,1,2,1,3,0,0
693,1-WNJMQH,TM_CPE_DectPhone Faulty,1,2,1,0,1,3,1,0,0,0
694,1-WNJMK4,Cust_TV set Issue/Faulty,0,1,2,0,1,4,1,3,0,0
695,1-WNJE56,TM_CPE_IW_RJ11 Faulty,1,2,1,0,1,2,1,2,0,1
696,1-WN1LLT,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,1
697,1-WN37BI,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
698,1-WN1F12,Clear While Localising,0,2,1,0,1,2,1,1,0,2
699,1-WMZHNF,VDSL Modem Faulty,0,3,1,1,1,2,1,3,3,0
700,1-WN25F5,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
701,1-WMZHGO,TM_CPE_PG Faulty,0,1,1,0,1,3,1,1,0,0
702,1-WN0UFT,Cabinet/SDF Jumper Faulty,0,1,1,0,1,2,1,3,0,0
703,1-WN095G,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
704,1-WN0M9E,TM_CPE_PG Config Problem,0,1,2,0,1,4,1,3,0,0
705,1-WMZPNB,Customer_Cancel TT,1,2,1,0,1,2,1,2,0,1
706,1-WMWP5N,Clear While Localising,0,4,1,0,1,2,1,1,0,1
707,1-WMY608,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
708,1-WMXJQY,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
709,1-WMWC70,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
710,1-WMWGMR,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
711,1-WMWBZU,TM_CPE_PG Faulty,0,1,1,0,1,3,1,1,0,0
712,1-WMTKH5,Other_Fault,0,1,1,0,1,2,1,3,0,0
713,1-WMV26Z,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
714,1-WMWPLJ,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
715,1-WMWOMT,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
716,1-WMVRIU,TM_FTB FASC Connector Faulty,0,4,1,0,1,2,1,1,0,1
717,1-WMUDCS,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
718,1-WMSTHQ,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
719,1-WMT2QD,Clear While Localising,0,3,1,1,1,2,1,3,3,0
720,1-WMSTUS,TM_CPE_PG Faulty,0,1,1,0,0,2,0,2,0,0
721,1-WMRTXG,Customer_Behaviour,0,1,1,0,1,3,1,1,0,0
722,1-WMQMU8,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
723,1-WMO01R,Customer_Behaviour,1,2,1,0,1,3,1,0,0,0
724,1-WMQM7J,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
725,1-WMO956,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
726,1-WMKKIA,EQMT_GE port faulty,0,4,1,0,1,2,1,1,0,1
727,1-WMMKJ0,Customer_Behaviour,0,4,1,0,1,2,1,1,0,0
728,1-WMHXC4,Customer_Behaviour,0,2,1,0,1,2,1,1,0,2
729,1-WMGDN2,Customer_Behaviour,0,3,1,1,1,2,1,3,3,0
730,1-WMBRW4,Customer_Behaviour,0,1,1,0,0,2,0,2,0,0
731,1-WMBV6B,Drop Fiber Damage,0,1,1,0,1,3,1,1,0,0
732,1-WMC8LQ,Other_Fault,0,1,1,0,1,2,1,3,0,0
733,1-WM9BWT,TM_CPE_DectPhone Faulty,1,2,1,0,1,3,1,0,0,0
734,1-WM53BC,Customer_Behaviour,0,1,2,0,1,4,1,3,0,0
735,1-2T8HBFJ,TM_CPE_DectPhone Faulty,1,2,1,0,1,2,1,2,0,1
736,1-2T7VJ3P,Clear While Localising,0,4,1,0,1,2,1,1,0,1
737,1-2T477NH,Clear While Localising,0,4,1,0,1,2,1,1,0,0
738,1-2T6KH9C,VDSL Modem Faulty,0,2,1,0,1,2,1,1,0,2
739,1-2T4UTWE,VDSL_Modem Power Adaptor,0,3,1,1,1,2,1,3,3,0
740,1-2T4DG2M,Planned Maintenance Work (PMW),0,1,1,0,0,2,0,2,0,0
741,1-2T4KOEF,VDSL Modem Faulty,0,1,1,0,1,3,1,1,0,0
742,1-2T489M6,Drop Fiber Damage,0,1,1,0,1,2,1,3,0,0
743,1-2T47WUE,VDSL Modem Faulty,1,2,1,0,1,3,1,0,0,0
744,1-2T489F9,VDSL Modem Faulty,0,1,2,0,1,4,1,3,0,0
745,1-2T49SK6,TM_CPE_PG Faulty,1,2,1,0,1,2,1,2,0,1
746,1-2T464LD,Other_Fault,0,4,1,0,1,2,1,1,0,1
747,1-2T3S6Y2,Customer_Riser Faulty,0,4,1,0,1,2,1,1,0,0
748,1-2T40KSX,Clear While Localising,0,2,1,0,1,2,1,1,0,2
749,1-2T3P5IJ,TM_CPE_IW_RJ11 Faulty,0,3,1,1,1,2,1,3,3,0
750,1-2T3XG3A,VDSL Modem Faulty,0,1,1,0,0,2,0,2,0,0
751,1-2T3PR4Q,VDSL Modem Faulty,0,1,1,0,1,3,1,1,0,0
752,1-2T3EIDE,VDSL Modem Faulty,0,1,1,0,1,2,1,3,0,0
753,1-2T2SUZZ,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
754,1-2T2QXCU,TM_CPE_PG Config Problem,0,1,2,0,1,4,1,3,0,0
755,1-2T2LO4A,Cust_PhoneWallSocketFaulty,1,2,1,0,1,2,1,2,0,1
756,1-2T1TP5F,EQMT_MSAN POTS card faulty,0,4,1,0,1,2,1,1,0,1
757,1-2T1SUD3,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,0
758,1-2T1ECJF,Cabinet/SDF Jumper Faulty,0,2,1,0,1,2,1,1,0,2
759,1-2T1D0AX,Clear While Localising,0,3,1,1,1,2,1,3,3,0
760,1-2T0V66T,Cabinet/SDF Jumper Faulty,0,1,1,0,0,2,0,2,0,0
761,1-2T0QUR7,AccessNetwork_Failure,0,1,1,0,1,3,1,1,0,0
762,1-2T18ZD3,FDP_FASC Connector Faulty,0,1,1,0,1,2,1,3,0,0
763,1-2T1667X,VDSL_Modem Power Adaptor,1,2,1,0,1,3,1,0,0,0
764,1-2T0IETG,Clear While Localising,0,1,2,0,1,4,1,3,0,0
765,1-2T0VN86,Customer_Behaviour,1,2,1,0,1,2,1,2,0,1
766,1-2T0O6K2,Clear While Localising,0,4,1,0,1,2,1,1,0,1
767,1-2T0KXMU,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,0
768,1-2T0CWGA,TM_CPE_PG Config Problem,0,2,1,0,1,2,1,1,0,2
769,1-2T06199,FDP_FASC Connector Faulty,0,3,1,1,1,2,1,3,3,0
770,1-2T035MF,TM_CPE_PG Hang,0,1,1,0,0,2,0,2,0,0
771,1-2T0582X,Customer_IW Copper,0,1,1,0,1,3,1,1,0,0
772,1-2T0324B,Clear While Localising,0,1,1,0,1,2,1,3,0,0
773,1-2T01XQU,Customer_Cancel TT,1,2,1,0,1,3,1,0,0,0
774,1-2SZNL6L,VDSL Modem Faulty,0,1,2,0,1,4,1,3,0,0
775,1-2SZREWU,Drop Fiber Damage,1,2,1,0,1,2,1,2,0,1
776,1-2SY0BYH,Clear While Localising,0,4,1,0,1,2,1,1,0,1
777,1-2SZQ0RE,Drop Fiber Damage,0,4,1,0,1,2,1,1,0,0
778,1-2SXEB6H,VDSL_Modem Power Adaptor,0,2,1,0,1,2,1,1,0,2
779,1-2SXNL3N,Clear While Localising,0,3,1,1,1,2,1,3,3,0
780,1-2SVT1MN,FDP_FASC Connector Faulty,0,1,1,0,0,2,0,2,0,0
781,1-2SXCS5V,Drop Fiber Damage,0,1,1,0,1,3,1,1,0,0
782,1-2SWPY11,Clear While Localising,0,1,1,0,1,2,1,3,0,0
783,1-2SX610T,EQMT_MSAN POTS card faulty,1,2,1,0,1,3,1,0,0,0
784,1-2SWPW8J,Drop Fiber Damage,0,1,2,0,1,4,1,3,0,0
785,1-2SX6GJH,VDSL Modem Faulty,1,2,1,0,1,2,1,2,0,1
786,1-2SWUSYP,VDSL Modem Faulty,0,4,1,0,1,2,1,1,0,1
787,1-2SWKP1X,Clear While Localising,0,4,1,0,1,2,1,1,0,0
788,1-2SWF4HO,PG_Faulty,0,2,1,0,1,2,1,1,0,2
789,1-2SWLOCS,Drop Fiber Damage,0,3,1,1,1,2,1,3,3,0
790,1-2SWC0ZH,TM_CPE_PG Faulty,0,1,1,0,0,2,0,2,0,0
791,1-2SW6C89,TM_CPE_STB Config Problem,0,1,1,0,1,3,1,1,0,0
792,1-2SW6CGW,VDSL Modem Faulty,0,1,1,0,1,2,1,3,0,0
793,1-2SW1M6F,TM_CPE_IW_RJ11 Faulty,1,2,1,0,1,3,1,0,0,0
794,1-2SVO6VR,TM_FTB Drop Fiber Core Break,0,1,2,0,1,4,1,3,0,0
795,1-2SVUEA1,VDSL Modem Faulty,1,2,1,0,1,2,1,2,0,1
796,1-2SVGK1K,TM_CPE_PG Hang,0,4,1,0,1,2,1,1,0,1
797,1-2SVJBF5,TM_CPE_PG Config Problem,0,4,1,0,1,2,1,1,0,0
798,1-2SVBQZX,VDSL Modem Faulty,0,2,1,0,1,2,1,1,0,2
799,1-2SV3MUP,Clear While Localising,0,3,1,1,1,2,1,3,3,0
800,1-28E7H3R,Customer_Internal Wiring,0,1,1,0,0,2,0,2,0,0
801,1-28E2TIJ,Cabinet/SDF Jumper Faulty,0,1,1,0,1,3,1,1,0,0
802,1-28D938N,Customer Defer Appointment,0,1,1,0,1,2,1,3,0,0
803,1-28DVKUB,TM_CPE_PG Faulty,1,2,1,0,1,3,1,0,0,0
804,1-28DJMBX,Drop Fiber Damage,0,1,2,0,1,4,1,3,0,0
805,1-28D5I9M,ONU_Power Adaptor,1,2,1,0,1,2,1,2,0,1
806,1-28D4EWG,Clear While Localising,0,4,1,0,1,2,1,1,0,1
807,1-28D4EUS,EQMT_VLAN problem,0,4,1,0,1,2,1,1,0,0
808,1-28CYWV7,Customer_Internal Wiring,0,2,1,0,1,2,1,1,0,2
809,1-28D4ER6,Clear While Localising,0,3,1,1,1,2,1,3,3,0
810,1-28CV6RA,Customer_IW Internal Fiber,0,1,1,0,0,2,0,2,0,0
811,1-28CWFNO,EQMT_MSAN configuration lost,0,1,1,0,1,3,1,1,0,0
812,1-28CSTGL,Customer_Behaviour,0,1,1,0,1,2,1,3,0,0
813,1-28CV0JB,Cabinet/SDF Jumper Faulty,1,2,1,0,1,3,1,0,0,0
814,1-28CMPJ6,Customer Defer Appointment,0,1,2,0,1,4,1,3,0,0
815,1-28CV07Z,Customer Defer Appointment,1,2,1,0,1,2,1,2,0,1
816,1-28CISP2,TM_CPE_PG Config Problem,0,4,1,0,1,2,1,1,0,1
817,1-28C6FK1,TM_CPE_PG Faulty,0,4,1,0,1,2,1,1,0,0
818,1-28CFESU,Customer Defer Appointment,0,2,1,0,1,2,1,1,0,2
